duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
53,tcp,ftp,SF,6201,2686,0,0,0,22,0,1,0,0,0,0,4,0,3,0,0,0,47,5,0.05,0.05,0.09,0.1,0.73,0.18,0.61,222,80,0.05,0.33,0.97,0.41,0.06,0.07,0.09,0.1,normal
49,tcp,ssh,REJ,9055,8093,0,0,0,6,0,1,0,0,0,0,4,0,3,0,0,0,10,4,0.04,0.03,0.04,0.04,0.79,0.2,0.29,41,242,0.84,0.31,0.4,0.49,0.04,0.03,0.04,0.03,normal
2,udp,private,REJ,28,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,117,4,0.92,1.03,0.28,0.27,0.05,0.85,0.76,116,31,0.84,0.82,0.42,0.54,1.12,0.9,0.35,0.28,nmap
17,icmp,domain,REJ,9413,2465,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,8,49,0.04,0.04,0.09,0.1,0.75,0.06,0.2,75,132,0.32,0.73,0.81,0.09,0.05,0.05,0.12,0.1,normal
100,tcp,smtp,REJ,8661,800,0,0,0,25,0,0,0,0,0,0,9,0,1,0,1,1,14,2,0.12,0.14,0.04,0.04,0.54,0.43,0.65,242,19,0.17,0.4,0.62,0.68,0.12,0.12,0.05,0.05,warezclient
243,udp,ftp,SF,5585,5015,0,0,0,9,0,1,0,0,0,0,1,0,1,0,1,0,20,18,0.08,0.09,0.09,0.08,0.91,0.29,0.73,45,96,0.44,0.91,0.41,0.48,0.09,0.08,0.06,0.1,normal
259,udp,smtp,REJ,9367,524,0,0,0,22,0,1,0,0,0,0,0,0,2,0,0,0,12,13,0.09,0.08,0.02,0.02,0.72,0.01,0.51,63,15,0.24,0.49,0.45,0.96,0.09,0.09,0.02,0.02,normal
46,udp,http,S0,863,2719,0,0,0,13,0,1,0,0,0,0,2,0,5,0,0,0,37,50,0.1,0.11,0.09,0.1,0.89,0.2,0.68,242,67,0.65,0.6,0.01,0.25,0.11,0.09,0.11,0.09,normal
192,udp,ssh,S0,3625,7696,0,0,0,17,0,1,0,0,0,0,5,0,2,0,1,0,20,44,0.05,0.05,0.06,0.05,0.88,0.0,0.06,141,166,0.86,0.26,0.71,0.89,0.05,0.04,0.07,0.08,normal
6,icmp,eco_i,S0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,217,8,1.0,1.09,0.13,0.12,0.13,0.69,0.53,243,183,0.51,0.85,0.84,0.88,0.81,0.76,0.1,0.11,saint
10,udp,other,SF,14,22,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,107,5,0.71,0.58,0.44,0.47,0.11,0.79,0.58,36,241,0.89,0.5,0.87,0.38,0.62,0.52,0.54,0.35,ipsweep
209,icmp,ssh,SF,5233,3004,0,0,0,8,0,1,0,0,0,0,0,0,3,0,0,0,50,6,0.05,0.05,0.06,0.05,0.75,0.19,0.76,250,45,0.13,0.43,0.43,0.43,0.05,0.03,0.06,0.07,normal
96,tcp,smtp,SF,393,692,0,0,0,9,0,1,1,0,0,0,1,0,0,0,1,0,1,4,0.07,0.07,0.26,0.27,0.42,0.23,0.52,222,68,0.34,0.9,0.36,0.19,0.09,0.08,0.25,0.22,phf
1,icmp,http,REJ,15,46,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,292,427,0.85,0.7,0.11,0.09,0.81,0.1,0.44,63,129,0.47,0.15,0.7,0.63,0.75,0.93,0.12,0.09,smurf
3,tcp,http,RSTO,14,100,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,354,201,0.92,0.8,0.16,0.16,0.97,0.1,0.91,246,169,0.23,0.01,0.09,0.11,0.96,0.92,0.2,0.18,smurf
51,udp,private,SF,7533,4900,0,0,0,10,0,1,0,0,0,0,2,0,5,0,1,0,17,30,0.01,0.01,0.08,0.07,0.96,0.26,0.76,23,4,0.85,0.66,0.17,0.36,0.0,0.01,0.1,0.06,normal
1,udp,eco_i,RSTO,17,24,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,226,8,0.9,0.76,0.32,0.38,0.24,0.56,0.48,224,92,0.61,0.78,0.61,0.86,1.11,1.02,0.4,0.32,ipsweep
210,udp,http,SF,4336,5198,0,0,0,27,0,1,0,0,0,0,1,0,5,0,1,0,1,46,0.09,0.09,0.05,0.06,0.92,0.22,0.62,221,127,0.48,0.66,0.64,0.15,0.1,0.11,0.06,0.04,normal
63,tcp,telnet,SF,8155,328,0,0,0,14,0,1,1,0,0,0,1,0,7,0,1,0,8,6,0.29,0.24,0.02,0.02,0.39,0.39,0.32,254,9,0.1,0.41,0.56,0.0,0.22,0.31,0.02,0.01,spy
105,icmp,private,S0,5634,6003,0,0,0,11,0,1,0,0,0,0,5,0,5,0,1,0,4,15,0.08,0.07,0.03,0.04,0.93,0.18,0.22,174,181,0.83,0.96,0.29,0.52,0.09,0.06,0.03,0.03,normal
3,tcp,eco_i,REJ,24,15,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,210,334,0.96,0.95,0.04,0.04,0.87,0.08,0.5,255,2,0.53,0.05,0.94,0.84,0.96,0.97,0.05,0.03,land
65,tcp,ssh,REJ,9889,9981,0,0,0,12,0,1,0,0,0,0,1,0,2,0,1,0,21,33,0.09,0.1,0.04,0.04,0.88,0.21,0.13,211,153,0.84,0.55,0.31,0.74,0.09,0.07,0.03,0.05,normal
1,icmp,private,RSTO,90,14,1,2,0,28,0,0,0,0,0,0,0,0,0,0,1,1,387,345,0.92,1.03,0.19,0.19,0.94,0.07,0.03,74,27,0.67,0.2,0.75,0.16,0.8,0.78,0.23,0.21,land
277,tcp,ftp,S0,1729,9255,0,0,0,22,0,1,0,0,0,0,5,0,2,0,0,0,15,48,0.06,0.08,0.04,0.04,0.85,0.24,0.96,160,27,0.01,0.25,0.62,0.78,0.08,0.08,0.05,0.04,normal
4,icmp,private,REJ,37,57,0,1,0,13,0,0,0,0,0,0,0,0,0,0,1,1,449,138,0.84,0.71,0.03,0.04,0.9,0.04,0.26,169,238,0.71,0.15,0.15,0.32,0.61,1.05,0.04,0.04,pod
293,icmp,ftp,SF,5257,8658,0,0,0,11,0,1,0,0,0,0,3,0,0,0,0,0,15,12,0.05,0.06,0.08,0.08,0.75,0.16,0.33,150,111,0.95,0.62,0.47,0.56,0.06,0.06,0.06,0.07,normal
124,tcp,private,S0,6298,1907,0,0,0,25,0,1,0,0,0,0,2,0,4,0,1,0,25,17,0.05,0.05,0.03,0.03,0.97,0.25,0.65,164,42,0.95,0.17,0.96,0.54,0.04,0.04,0.03,0.03,normal
1,tcp,other,RSTO,41,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,241,3,0.51,0.53,0.36,0.32,0.01,0.54,0.26,198,230,0.63,0.43,0.02,0.67,0.52,0.56,0.38,0.41,satan
37,udp,domain,SF,4798,4987,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,39,6,0.03,0.02,0.09,0.09,0.81,0.25,0.8,151,73,0.3,0.89,0.97,0.87,0.03,0.04,0.07,0.11,normal
21,tcp,domain,REJ,6506,8850,0,0,0,27,0,1,0,0,0,0,3,0,5,0,0,0,36,6,0.03,0.03,0.07,0.07,0.97,0.1,0.83,99,58,0.18,0.8,0.85,0.85,0.04,0.04,0.07,0.08,normal
34,udp,http,SF,9562,8032,0,0,0,15,0,1,0,0,0,0,1,0,2,0,1,0,22,23,0.01,0.01,0.07,0.07,0.73,0.19,0.69,78,186,0.81,0.96,0.17,0.31,0.02,0.01,0.07,0.06,normal
169,udp,ssh,S0,5927,5054,0,0,0,6,0,1,0,0,0,0,1,0,4,0,1,0,32,36,0.01,0.01,0.06,0.07,0.72,0.08,0.73,9,15,0.81,0.58,0.77,0.21,0.01,0.01,0.08,0.07,normal
2,udp,private,RSTO,17,59,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,303,286,0.9,0.88,0.13,0.12,0.97,0.08,0.95,74,247,0.94,0.04,0.76,0.23,0.77,0.76,0.15,0.13,smurf
3,udp,http,S0,83,41,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,460,366,0.93,0.98,0.05,0.05,0.95,0.06,0.65,39,128,0.38,0.91,0.52,0.35,1.13,0.92,0.05,0.06,teardrop
71,udp,smtp,SF,1313,8480,0,0,0,7,0,1,0,0,0,0,0,0,5,0,1,0,42,18,0.02,0.02,0.02,0.02,0.81,0.22,0.48,245,245,0.21,0.16,0.83,0.02,0.02,0.02,0.01,0.02,normal
293,tcp,http,SF,4281,2999,0,0,0,30,0,1,0,0,0,0,5,0,2,0,0,0,34,26,0.06,0.05,0.06,0.06,0.71,0.22,0.47,246,87,0.22,0.41,0.14,0.58,0.07,0.06,0.06,0.05,normal
4,icmp,http,REJ,48,49,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,155,108,0.84,0.83,0.17,0.18,0.9,0.04,0.04,60,47,0.48,0.13,0.6,0.83,1.04,0.98,0.19,0.17,teardrop
22,icmp,domain,S0,3809,7949,0,0,0,13,0,1,0,0,0,0,4,0,0,0,0,0,50,25,0.04,0.03,0.08,0.09,0.97,0.25,0.91,42,145,0.6,0.54,0.26,0.01,0.04,0.02,0.08,0.08,normal
105,icmp,ftp,S0,5985,1796,0,0,0,8,0,1,0,0,0,0,2,0,4,0,1,0,10,28,0.07,0.07,0.03,0.02,0.96,0.13,0.78,247,91,0.37,0.55,0.25,0.31,0.06,0.07,0.03,0.03,normal
1,udp,private,S0,27,65,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,502,273,0.96,1.08,0.12,0.12,0.94,0.01,0.6,45,32,0.26,0.37,0.61,0.72,1.21,0.9,0.13,0.11,land
99,tcp,telnet,REJ,8199,449,0,0,0,1,0,0,4,0,0,0,2,0,10,0,1,0,1,4,0.26,0.27,0.28,0.33,0.51,0.26,0.09,141,204,0.35,0.4,0.59,0.52,0.29,0.19,0.21,0.24,warezclient
5,udp,eco_i,S0,38,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,166,7,0.79,0.93,0.13,0.15,0.12,0.55,0.96,128,226,0.97,0.56,0.77,0.76,1.01,0.77,0.13,0.14,saint
59,udp,http,S0,3660,3817,0,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,21,27,0.1,0.1,0.05,0.06,0.7,0.25,0.08,91,243,0.31,0.22,0.57,0.18,0.11,0.12,0.04,0.06,normal
123,udp,smtp,SF,3372,4141,0,0,0,19,0,1,0,0,0,0,5,0,3,0,0,0,40,23,0.02,0.02,0.01,0.01,0.98,0.2,0.04,246,190,0.62,0.49,0.99,0.9,0.02,0.02,0.01,0.01,normal
113,icmp,smtp,SF,8663,6983,0,0,0,22,0,1,0,0,0,0,3,0,0,0,1,0,31,35,0.0,0.0,0.03,0.03,0.96,0.23,0.67,194,51,0.33,0.61,0.26,0.55,0.0,0.0,0.04,0.03,normal
107,udp,private,S0,6031,6613,0,0,0,8,0,1,0,0,0,0,0,0,5,0,0,0,18,29,0.02,0.02,0.01,0.01,0.87,0.07,0.2,76,242,0.81,0.18,0.5,1.0,0.02,0.02,0.01,0.02,normal
287,icmp,http,S0,1671,2726,0,0,0,11,0,1,0,0,0,0,2,0,2,0,1,0,4,14,0.08,0.08,0.05,0.06,0.89,0.13,0.26,10,210,0.12,0.87,0.96,0.2,0.09,0.09,0.04,0.06,normal
261,udp,private,S0,1334,6293,0,0,0,20,0,1,0,0,0,0,2,0,3,0,1,0,40,19,0.05,0.05,0.1,0.08,0.96,0.19,0.16,116,160,0.32,0.29,0.27,0.64,0.04,0.04,0.12,0.09,normal
230,udp,smtp,SF,428,2098,0,0,0,3,0,1,0,0,0,0,1,0,3,0,0,0,47,16,0.07,0.05,0.09,0.11,0.91,0.02,0.55,13,203,0.52,1.0,0.1,0.62,0.05,0.08,0.09,0.08,normal
5,tcp,private,REJ,3,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,266,343,0.89,0.94,0.17,0.18,0.99,0.05,0.56,158,177,0.48,0.23,0.09,0.31,0.85,0.71,0.12,0.18,teardrop
2,udp,other,S0,88,62,0,3,0,17,0,0,0,0,0,0,0,0,0,0,1,0,253,104,0.95,0.92,0.16,0.16,0.92,0.08,0.39,83,199,0.83,0.22,0.08,0.63,0.96,1.12,0.17,0.18,smurf
272,udp,ssh,SF,1171,3038,0,0,0,10,0,1,0,0,0,0,3,0,1,0,0,0,9,19,0.01,0.01,0.05,0.05,0.84,0.21,0.02,52,144,0.27,0.72,0.73,0.23,0.01,0.01,0.04,0.04,normal
3,tcp,http,RSTO,10,96,0,1,0,26,0,0,0,0,0,0,0,0,0,0,1,1,128,236,0.96,1.08,0.01,0.01,0.89,0.02,0.77,127,197,0.77,0.44,0.74,0.03,0.93,1.11,0.01,0.02,back
159,udp,smtp,REJ,741,9054,0,0,0,3,0,1,0,0,0,0,5,0,1,0,0,0,34,8,0.03,0.03,0.06,0.06,0.76,0.27,0.17,141,61,0.4,0.24,0.97,0.58,0.03,0.03,0.05,0.07,normal
255,tcp,private,REJ,5594,1033,0,0,0,17,0,1,0,0,0,0,1,0,2,0,1,0,4,23,0.06,0.07,0.07,0.07,0.94,0.04,0.19,193,183,0.72,0.25,0.04,0.71,0.07,0.07,0.07,0.07,normal
165,icmp,ssh,S0,9858,9135,0,0,0,24,0,1,0,0,0,0,3,0,0,0,1,0,11,5,0.05,0.06,0.04,0.05,0.95,0.16,0.62,186,122,0.32,0.06,0.97,0.82,0.04,0.06,0.05,0.04,normal
209,icmp,ftp,SF,1627,8622,0,0,0,6,0,1,0,0,0,0,0,0,3,0,0,0,43,5,0.0,0.0,0.09,0.1,0.75,0.01,0.39,250,131,0.05,0.22,0.72,0.01,0.01,0.0,0.12,0.11,normal
31,udp,domain,REJ,6864,6096,0,0,0,30,0,1,0,0,0,0,2,0,0,0,0,0,46,4,0.08,0.1,0.03,0.02,0.71,0.02,0.73,197,97,0.19,0.66,0.57,0.95,0.09,0.09,0.03,0.03,normal
234,icmp,private,S0,1755,2783,0,0,0,28,0,1,0,0,0,0,3,0,2,0,1,0,12,36,0.04,0.04,0.03,0.04,0.75,0.3,0.84,211,220,0.83,0.32,0.24,0.55,0.04,0.04,0.04,0.03,normal
203,tcp,private,SF,4710,9810,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,2,34,0.01,0.02,0.09,0.09,0.7,0.3,0.57,79,48,0.04,0.36,0.14,0.37,0.01,0.01,0.11,0.07,normal
111,icmp,http,REJ,5369,7955,0,0,0,9,0,1,0,0,0,0,4,0,5,0,0,0,12,32,0.08,0.09,0.07,0.07,0.87,0.27,0.08,28,171,0.35,0.82,0.42,0.87,0.1,0.07,0.08,0.07,normal
195,tcp,ftp,REJ,724,5281,0,0,0,14,0,1,0,0,0,0,5,0,3,0,0,0,35,37,0.01,0.01,0.05,0.05,0.77,0.02,0.39,67,172,0.08,0.57,0.05,0.4,0.01,0.01,0.06,0.04,normal
286,tcp,ssh,S0,9410,3262,0,0,0,21,0,1,0,0,0,0,3,0,2,0,0,0,36,40,0.1,0.08,0.05,0.05,0.77,0.08,0.37,97,164,0.34,0.66,0.77,0.17,0.09,0.12,0.06,0.06,normal
119,tcp,private,S0,2605,1455,0,0,0,10,0,1,0,0,0,0,2,0,0,0,0,0,8,48,0.01,0.01,0.09,0.09,0.98,0.26,0.33,108,104,0.55,0.75,0.55,0.62,0.01,0.01,0.1,0.09,normal
32,tcp,telnet,SF,4753,205,0,0,0,27,0,1,5,0,0,0,10,0,5,0,0,0,20,5,0.02,0.01,0.2,0.23,0.3,0.32,0.65,118,194,0.51,0.71,0.9,0.48,0.02,0.01,0.16,0.25,warezclient
11,tcp,smtp,REJ,5045,5515,0,0,0,16,0,1,0,0,0,0,2,0,1,0,1,0,32,26,0.07,0.08,0.0,0.0,0.91,0.11,0.88,15,143,0.23,0.34,0.39,0.14,0.08,0.08,0.0,0.0,normal
1,icmp,private,RSTOS0,39,77,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,329,377,0.83,0.89,0.13,0.15,0.92,0.07,0.91,220,74,0.66,0.56,0.16,0.07,0.84,0.94,0.11,0.16,teardrop
15,udp,ssh,S0,5020,7308,0,0,0,24,0,1,0,0,0,0,1,0,0,0,1,0,48,41,0.09,0.1,0.03,0.03,0.93,0.03,0.6,118,13,0.36,0.69,0.48,0.5,0.1,0.11,0.03,0.03,normal
70,tcp,smtp,SF,578,6744,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,49,1,0.09,0.11,0.1,0.11,0.77,0.2,0.87,250,166,0.87,0.89,0.43,0.78,0.1,0.11,0.11,0.09,normal
66,tcp,ftp,S0,7585,846,0,0,0,12,0,0,1,0,0,0,4,0,7,0,1,1,2,4,0.16,0.15,0.12,0.12,0.59,0.37,0.61,27,72,0.46,0.65,0.09,0.5,0.13,0.16,0.15,0.12,warezclient
165,udp,http,SF,7483,9721,0,0,0,22,0,1,0,0,0,0,5,0,1,0,0,0,46,13,0.09,0.07,0.01,0.01,0.8,0.19,0.63,43,196,0.73,0.98,0.61,0.16,0.09,0.06,0.01,0.01,normal
2,tcp,private,SF,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,8,0.64,0.63,0.09,0.1,0.27,0.98,0.54,2,252,0.24,0.59,0.48,0.41,0.48,0.68,0.08,0.09,ipsweep
1,tcp,private,REJ,7,83,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,118,174,0.97,0.82,0.13,0.16,0.97,0.03,0.16,145,90,0.97,0.75,0.36,0.04,1.13,0.87,0.17,0.16,pod
0,udp,other,REJ,15,88,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,1,268,369,0.88,0.96,0.04,0.04,0.84,0.01,0.79,147,218,0.61,0.32,0.53,1.0,0.81,0.69,0.04,0.04,pod
1,icmp,private,RSTO,24,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,112,338,0.93,0.86,0.02,0.02,0.97,0.08,0.64,5,103,0.69,0.25,0.07,0.3,0.95,1.07,0.02,0.02,teardrop
291,icmp,http,SF,3228,5465,0,0,0,14,0,1,0,0,0,0,1,0,5,0,1,0,22,44,0.05,0.05,0.05,0.05,0.71,0.04,0.93,28,153,0.56,0.68,0.56,0.02,0.05,0.04,0.06,0.06,normal
76,udp,http,S0,6197,8803,0,0,0,27,0,1,0,0,0,0,2,0,5,0,1,0,11,37,0.06,0.07,0.02,0.02,0.74,0.23,0.09,121,190,0.45,0.95,0.22,0.3,0.05,0.07,0.02,0.02,normal
12,udp,domain,SF,3166,5622,0,0,0,21,0,1,0,0,0,0,0,0,4,0,0,0,31,47,0.09,0.08,0.03,0.03,0.8,0.23,0.39,59,2,0.31,0.04,0.85,0.87,0.08,0.11,0.02,0.04,normal
4,tcp,eco_i,REJ,41,25,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,246,241,0.91,0.73,0.15,0.16,0.93,0.03,0.51,105,179,0.55,0.27,0.94,0.8,0.95,0.73,0.14,0.19,neptune
25,tcp,http,S0,876,1785,0,0,0,22,0,1,0,0,0,0,5,0,5,0,1,0,25,4,0.01,0.01,0.04,0.04,0.91,0.27,0.82,40,238,0.57,0.09,0.8,0.7,0.01,0.01,0.04,0.05,normal
114,tcp,domain,S0,6004,6473,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,12,45,0.09,0.08,0.03,0.03,0.96,0.1,0.85,144,178,0.6,0.13,0.1,0.82,0.11,0.08,0.04,0.04,normal
205,icmp,ssh,SF,4042,9027,0,0,0,25,0,1,0,0,0,0,3,0,4,0,1,0,11,31,0.04,0.04,0.03,0.03,0.94,0.18,0.66,39,249,0.11,0.6,0.33,0.1,0.04,0.03,0.03,0.04,normal
3,udp,other,S0,11,27,0,1,0,17,0,0,0,0,0,0,0,0,0,0,1,1,397,486,0.93,0.97,0.0,0.0,0.83,0.01,0.21,162,153,0.57,0.91,0.3,0.94,0.89,1.2,0.0,0.0,pod
261,udp,smtp,S0,1072,6099,0,0,0,7,0,1,0,0,0,0,2,0,0,0,1,0,36,4,0.0,0.0,0.06,0.05,0.99,0.03,0.32,195,207,0.38,0.55,0.66,0.47,0.0,0.0,0.07,0.07,normal
64,tcp,http,SF,307,2409,0,0,0,28,0,1,0,0,0,0,3,0,3,0,1,0,47,32,0.07,0.07,0.1,0.1,0.74,0.04,0.42,230,196,0.36,0.19,0.6,0.58,0.08,0.06,0.1,0.09,normal
187,tcp,http,REJ,7967,6088,0,0,0,16,0,1,0,0,0,0,2,0,3,0,0,0,8,38,0.05,0.05,0.07,0.07,0.74,0.22,0.25,39,159,0.61,0.9,0.54,0.01,0.05,0.06,0.07,0.06,normal
150,udp,smtp,SF,9841,5031,0,0,0,25,0,1,0,0,0,0,5,0,2,0,0,0,47,37,0.03,0.02,0.06,0.05,0.87,0.17,0.51,142,129,0.13,0.28,0.86,0.01,0.02,0.02,0.07,0.05,normal
89,udp,private,SF,7994,3012,0,0,0,24,0,1,0,0,0,0,1,0,3,0,1,0,34,3,0.03,0.04,0.01,0.01,0.74,0.28,0.44,85,107,0.58,0.84,0.05,0.26,0.04,0.03,0.01,0.01,normal
272,tcp,ssh,REJ,6440,7825,0,0,0,10,0,1,0,0,0,0,3,0,5,0,0,0,17,10,0.05,0.04,0.04,0.04,0.79,0.24,0.35,221,139,0.33,0.27,0.1,0.65,0.05,0.06,0.05,0.05,normal
99,icmp,ftp,REJ,2997,5182,0,0,0,14,0,1,0,0,0,0,0,0,5,0,1,0,36,1,0.07,0.06,0.08,0.08,0.7,0.03,0.19,12,47,0.06,0.59,0.89,0.22,0.07,0.05,0.11,0.06,normal
5,icmp,private,S0,89,23,0,2,0,24,0,0,0,0,0,0,0,0,0,0,1,1,250,339,0.93,0.84,0.02,0.02,0.89,0.1,0.28,31,195,0.39,1.0,0.26,0.81,0.75,0.69,0.02,0.01,teardrop
251,tcp,smtp,REJ,7115,3628,0,0,0,23,0,1,0,0,0,0,0,0,4,0,1,0,40,42,0.01,0.01,0.04,0.04,0.78,0.01,0.5,0,19,0.66,0.27,0.7,0.9,0.01,0.01,0.06,0.04,normal
35,icmp,smtp,SF,6348,7948,0,0,0,30,0,1,0,0,0,0,0,0,5,0,0,0,8,37,0.05,0.05,0.1,0.11,0.8,0.09,0.34,235,148,0.65,0.18,0.04,0.38,0.04,0.06,0.12,0.11,normal
43,icmp,ssh,REJ,3154,2342,0,0,0,9,0,1,0,0,0,0,4,0,5,0,1,0,3,13,0.0,0.0,0.1,0.11,0.77,0.12,0.45,8,18,0.34,0.34,0.72,0.41,0.0,0.0,0.1,0.13,normal
2,icmp,other,S0,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,238,3,0.74,0.65,0.01,0.01,0.27,0.81,0.31,49,233,0.61,0.84,0.06,0.82,0.57,0.79,0.01,0.01,saint
172,icmp,private,S0,5362,2029,0,0,0,5,0,1,0,0,0,0,0,0,4,0,1,0,44,37,0.05,0.05,0.03,0.03,0.99,0.06,0.76,86,189,0.55,0.44,0.93,0.04,0.04,0.07,0.03,0.04,normal
249,tcp,http,SF,2989,1510,0,0,0,4,0,1,0,0,0,0,3,0,5,0,0,0,46,42,0.06,0.05,0.03,0.03,0.91,0.24,0.45,122,89,0.61,0.04,0.18,0.5,0.08,0.06,0.03,0.03,normal
120,tcp,http,REJ,1617,5979,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,49,35,0.05,0.05,0.05,0.06,0.89,0.06,0.47,90,81,0.67,0.04,0.64,0.29,0.05,0.05,0.05,0.05,normal
26,icmp,smtp,SF,526,7997,0,0,0,23,0,1,0,0,0,0,3,0,1,0,1,0,33,8,0.01,0.01,0.02,0.02,0.83,0.17,0.23,121,211,0.87,0.38,0.22,0.47,0.01,0.01,0.02,0.03,normal
198,udp,smtp,S0,3231,5925,0,0,0,14,0,1,0,0,0,0,0,0,3,0,1,0,18,13,0.03,0.03,0.0,0.0,0.87,0.08,0.89,80,87,0.58,0.55,0.23,0.41,0.03,0.04,0.0,0.0,normal
7,icmp,ssh,REJ,4091,4110,0,0,0,13,0,1,0,0,0,0,4,0,0,0,0,0,21,28,0.06,0.05,0.09,0.09,0.88,0.04,0.77,17,217,0.53,0.48,0.8,0.82,0.06,0.05,0.09,0.06,normal
1,udp,eco_i,REJ,82,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,345,442,0.86,0.95,0.14,0.16,0.97,0.07,0.41,189,237,0.7,0.0,0.63,0.38,0.96,0.88,0.12,0.16,smurf
4,icmp,private,S0,79,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,363,445,0.87,0.76,0.01,0.01,0.88,0.05,0.07,104,70,0.98,0.24,0.11,0.48,1.1,0.91,0.01,0.01,pod
2,udp,eco_i,RSTOS0,35,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,290,276,0.89,0.93,0.1,0.11,0.97,0.05,0.95,33,96,0.89,0.46,0.08,0.9,0.78,1.13,0.08,0.09,smurf
1,tcp,http,RSTO,53,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342,277,0.88,0.85,0.15,0.14,0.8,0.02,0.65,167,248,0.59,0.7,0.84,0.45,0.78,0.69,0.17,0.12,teardrop
247,udp,ftp,SF,2480,5835,0,0,0,26,0,1,0,0,0,0,1,0,1,0,0,0,19,30,0.1,0.08,0.06,0.05,0.75,0.16,0.99,64,225,0.26,0.18,0.56,0.03,0.09,0.09,0.06,0.06,normal
154,tcp,http,S0,8232,2431,0,0,0,9,0,1,0,0,0,0,5,0,5,0,1,0,30,21,0.02,0.02,0.1,0.12,0.86,0.15,0.75,75,226,0.34,0.11,0.48,0.04,0.02,0.01,0.07,0.1,normal
182,tcp,ftp,SF,3247,9608,0,0,0,21,0,1,0,0,0,0,3,0,5,0,0,0,34,15,0.08,0.09,0.08,0.07,0.76,0.03,0.49,28,184,0.4,0.72,0.43,0.39,0.06,0.07,0.07,0.07,normal
110,icmp,ssh,REJ,6859,7299,0,0,0,19,0,1,0,0,0,0,1,0,4,0,0,0,19,11,0.08,0.07,0.1,0.09,0.83,0.27,0.99,171,33,0.93,0.59,0.38,0.01,0.09,0.07,0.08,0.09,normal
70,tcp,smtp,S0,4792,9124,0,0,0,7,0,1,0,0,0,0,5,0,3,0,0,0,32,3,0.08,0.09,0.03,0.03,0.88,0.15,0.3,241,63,0.65,0.89,0.42,0.49,0.09,0.07,0.02,0.03,normal
153,tcp,ssh,SF,4860,4036,0,0,0,10,0,1,6,0,1,21,19,0,5,0,1,0,10,7,0.17,0.2,0.13,0.11,0.74,0.21,0.16,139,184,0.42,0.91,0.36,0.29,0.18,0.22,0.13,0.15,buffer_overflow
48,icmp,smtp,REJ,5335,5230,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,44,20,0.03,0.03,0.07,0.07,0.81,0.16,0.48,174,83,0.1,0.15,0.22,0.19,0.03,0.03,0.08,0.07,normal
282,icmp,http,S0,7594,1301,0,0,0,16,0,1,0,0,0,0,3,0,4,0,1,0,8,9,0.09,0.08,0.05,0.04,0.79,0.11,0.74,60,113,0.13,0.69,0.69,0.31,0.08,0.12,0.05,0.06,normal
